,,2014-05-07 12:26:22,2014-05-11 09:39:38,2014-07-26 16:50:56
cadence,00:00:55,68.0909090909091,92.98181818181818,65.92965578111209
cadence,00:00:56,68.19642857142857,93.05357142857143,65.62066574202497
cadence,00:00:57,68.28070175438596,93.14035087719299,65.32192130812469
cadence,00:00:58,68.32758620689656,93.34482758620689,84.41379310344827
cadence,00:00:59,68.35593220338983,93.52542372881356,84.42372881355932
cadence,00:01:00,68.4,93.66666666666667,84.46666666666667
cadence,00:01:01,68.44262295081967,93.75409836065573,84.06557377049181
cadence,00:01:02,68.46774193548387,93.8225806451613,84.11290322580645
cadence,00:01:03,68.5079365079365,93.87301587301587,84.17460317460318
cadence,00:01:04,68.5625,93.875,79.125
cadence,00:01:05,68.63076923076923,93.86153846153846,79.04615384615384
cadence,00:01:06,68.6969696969697,93.84848484848484,79.04545454545455
cadence,00:01:07,68.76119402985074,93.83582089552239,80.25373134328358
cadence,00:01:08,68.83823529411765,93.80882352941177,79.04411764705883
cadence,00:01:09,68.95652173913044,93.72463768115942,80.1304347826087
cadence,00:01:10,69.0,93.65714285714286,79.6
cadence,00:01:11,69.11267605633803,93.7605633802817,79.49295774647888
cadence,00:01:12,69.25,93.77777777777777,79.38888888888889
cadence,00:01:13,69.31506849315069,93.79452054794521,79.36986301369863
cadence,00:01:14,69.47297297297297,93.83783783783784,79.39189189189189
cadence,00:01:15,69.6,93.88,79.41333333333333
cadence,00:01:16,69.73684210526316,93.89473684210526,79.4342105263158
cadence,00:01:17,69.87012987012987,93.8961038961039,79.33766233766234
cadence,00:01:18,69.92307692307692,93.91025641025641,79.25641025641026
cadence,00:01:19,69.9873417721519,93.9493670886076,79.17721518987342
cadence,00:01:20,70.075,93.9875,79.2
cadence,00:01:21,70.32098765432099,94.0246913580247,79.12345679012346
cadence,00:01:22,70.2560975609756,94.07317073170732,79.15853658536585
cadence,00:01:23,70.36144578313252,94.13253012048193,79.03614457831326
cadence,00:01:24,82.61904761904762,94.21428571428571,79.01190476190476
cadence,00:01:25,82.74117647058823,94.27058823529411,78.98823529411764
cadence,00:01:26,85.16279069767442,94.27906976744185,78.97674418604652
cadence,00:01:27,85.26436781609195,94.29885057471265,79.01149425287356
cadence,00:01:28,85.125,94.31818181818181,79.04545454545455
cadence,00:01:29,84.1685393258427,94.30337078651685,79.02247191011236
cadence,00:01:30,84.92222222222222,94.28888888888889,79.0111111111111
cadence,00:01:31,84.8021978021978,94.28571428571429,79.01098901098901
cadence,00:01:32,84.66304347826087,94.31521739130434,79.02173913043478
cadence,00:01:33,84.52688172043011,94.35483870967742,79.03225806451613
cadence,00:01:34,84.3936170212766,94.26595744680851,79.04255319148936
cadence,00:01:35,84.27368421052631,94.15789473684211,79.0421052631579
cadence,00:01:36,84.16666666666667,94.14583333333333,79.04166666666667
cadence,00:01:37,84.0618556701031,94.14432989690722,79.03092783505154
cadence,00:01:38,83.20408163265306,94.15306122448979,79.03061224489795
cadence,00:01:39,83.11111111111111,94.13131313131314,79.07070707070707
cadence,00:01:40,83.03,94.13,79.12
cadence,00:01:41,87.61386138613861,94.12871287128714,78.78217821782178
cadence,00:01:42,87.6078431372549,94.13725490196079,78.79411764705883
cadence,00:01:43,87.66990291262135,94.18446601941747,78.79611650485437
cadence,00:01:44,87.73076923076923,94.22115384615384,78.8076923076923
cadence,00:01:45,87.85714285714286,94.25714285714285,78.81904761904762
cadence,00:01:46,87.84905660377359,94.27358490566037,78.83962264150944
cadence,00:01:47,87.91588785046729,94.25233644859813,78.85981308411215
cadence,00:01:48,87.99074074074075,94.24074074074075,78.86111111111111
cadence,00:01:49,88.06422018348624,94.23853211009174,78.88073394495413
cadence,00:01:50,88.14545454545454,94.22727272727273,78.9090909090909
cadence,00:01:51,88.25225225225225,94.2072072072072,78.94594594594595
cadence,00:01:52,88.33928571428571,94.1875,78.99107142857143
cadence,00:01:53,88.39823008849558,94.19469026548673,79.04424778761062
cadence,00:01:54,88.45614035087719,94.19298245614036,79.10526315789474
cadence,00:01:55,88.51304347826087,94.19130434782609,79.14782608695653
cadence,00:01:56,88.57758620689656,94.19827586206897,79.15517241379311
cadence,00:01:57,88.64957264957265,94.19658119658119,79.15384615384616
cadence,00:01:58,88.77118644067797,94.19491525423729,79.14406779661017
cadence,00:01:59,88.75630252100841,94.19327731092437,79.15966386554622
cadence,00:02:00,88.8,94.20833333333333,79.175
cadence,00:02:01,88.84297520661157,94.21487603305785,79.1900826446281
cadence,00:02:02,88.88524590163935,94.20491803278688,79.09836065573771
cadence,00:02:03,88.78861788617886,94.1951219512195,79.11382113821138
cadence,00:02:04,88.79838709677419,94.18548387096774,79.12903225806451
cadence,00:02:05,88.88,94.176,79.12
cadence,00:02:06,89.03174603174604,94.16666666666667,79.11904761904762
cadence,00:02:07,89.05511811023622,94.16535433070867,79.11811023622047
cadence,00:02:08,88.9765625,94.171875,79.1328125
cadence,00:02:09,88.98449612403101,94.18604651162791,79.13178294573643
cadence,00:02:10,89.00769230769231,94.2,79.13076923076923
cadence,00:02:11,89.1526717557252,94.22900763358778,79.14503816793894
cadence,00:02:12,89.17424242424242,94.25757575757575,79.13636363636364
cadence,00:02:13,89.26315789473684,94.29323308270676,79.15789473684211
cadence,00:02:14,89.2910447761194,94.35074626865672,79.17910447761194
cadence,00:02:15,89.27407407407408,94.37037037037037,79.19259259259259
cadence,00:02:16,89.33088235294117,94.36764705882354,79.20588235294117
cadence,00:02:17,89.31386861313868,94.37956204379562,79.21167883211679
cadence,00:02:18,89.34782608695652,94.39855072463769,79.23188405797102
cadence,00:02:19,89.39568345323741,94.40287769784173,79.25179856115108
cadence,00:02:20,89.43571428571428,94.41428571428571,79.27142857142857
cadence,00:02:21,89.46808510638297,94.43262411347517,79.29787234042553
cadence,00:02:22,89.5,94.44366197183099,79.32394366197182
cadence,00:02:23,89.53146853146853,94.45454545454545,79.35664335664336
cadence,00:02:24,89.44444444444444,94.46527777777777,79.38888888888889
cadence,00:02:25,89.58620689655173,94.48275862068965,79.40689655172413
cadence,00:02:26,89.60958904109589,94.4931506849315,79.41095890410959
cadence,00:02:27,89.63945578231292,94.50340136054422,79.38095238095238
cadence,00:02:28,89.66891891891892,94.51351351351352,79.39864864864865
cadence,00:02:29,89.70469798657719,94.52348993288591,79.40268456375838
cadence,00:02:30,89.70666666666666,94.52,79.40666666666667
cadence,00:02:31,89.6887417218543,94.51655629139073,79.41721854304636
cadence,00:02:32,89.69736842105263,94.50657894736842,79.42763157894737
cadence,00:02:33,89.63398692810458,94.49019607843137,79.44444444444444
cadence,00:02:34,89.70779220779221,94.47402597402598,79.46103896103897
cadence,00:02:35,89.70967741935483,94.49677419354839,79.47096774193548
cadence,00:02:36,89.65384615384616,94.50641025641026,79.48076923076923
cadence,00:02:37,89.65605095541402,94.5031847133758,79.4968152866242
cadence,00:02:38,89.20253164556962,94.5,79.50632911392405
cadence,00:02:39,89.23899371069183,94.50314465408805,79.51572327044025
cadence,00:02:40,89.26875,94.5375,79.525
cadence,00:02:41,89.29813664596273,94.55900621118012,79.54037267080746
cadence,00:02:42,89.32716049382717,94.58641975308642,79.55555555555556
cadence,00:02:43,89.3558282208589,94.60736196319019,79.57668711656441
cadence,00:02:44,89.39024390243902,94.60975609756098,79.60365853658537
cadence,00:02:45,89.43030303030304,94.61212121212121,79.63030303030303
cadence,00:02:46,89.46987951807229,94.6144578313253,79.66265060240964
cadence,00:02:47,89.51497005988024,94.61077844311377,79.68263473053892
cadence,00:02:48,89.57738095238095,94.61904761904762,79.69642857142857
cadence,00:02:49,89.62721893491124,94.61538461538461,79.70414201183432
cadence,00:02:50,89.65882352941176,94.60588235294118,79.70588235294117
cadence,00:02:51,89.69005847953217,94.54970760233918,79.70760233918129
cadence,00:02:52,89.72093023255815,94.55232558139535,79.70348837209302
cadence,00:02:53,89.75722543352602,94.55491329479769,79.6878612716763
cadence,00:02:54,89.79885057471265,94.54597701149426,79.67241379310344
cadence,00:02:55,89.82857142857142,94.53714285714285,79.66285714285715
cadence,00:02:56,89.85795454545455,94.5340909090909,79.51704545454545
cadence,00:02:57,89.88135593220339,94.51977401129943,79.44632768361582
cadence,00:02:58,89.90449438202248,94.51123595505618,79.3314606741573
cadence,00:02:59,89.40223463687151,94.50837988826815,78.92178770949721
cadence,00:03:00,89.95555555555555,94.50555555555556,78.91666666666667
cadence,00:03:01,89.97790055248619,94.5303867403315,78.92817679558011
cadence,00:03:02,89.98901098901099,94.54945054945055,78.93956043956044
cadence,00:03:03,90.00546448087432,94.55737704918033,78.95081967213115
cadence,00:03:04,90.0163043478261,94.55978260869566,78.92391304347827
cadence,00:03:05,89.52972972972972,94.56216216216217,78.8972972972973
cadence,00:03:06,89.54838709677419,94.55913978494624,78.90860215053763
cadence,00:03:07,90.05347593582887,94.57754010695187,78.89304812834224
cadence,00:03:08,90.06382978723404,94.59574468085107,78.87234042553192
cadence,00:03:09,90.07407407407408,94.6137566137566,78.85185185185185
cadence,00:03:10,90.08947368421053,94.63157894736842,78.82631578947368
cadence,00:03:11,90.1151832460733,94.64921465968587,78.84293193717278
cadence,00:03:12,90.13020833333333,94.66145833333333,78.859375
cadence,00:03:13,89.66321243523316,94.66839378238342,78.83419689119171
cadence,00:03:14,90.14948453608247,94.68556701030928,78.81958762886597
cadence,00:03:15,90.16923076923077,94.6923076923077,78.81538461538462
cadence,00:03:16,90.19897959183673,94.6938775510204,78.78571428571429
cadence,00:03:17,90.22335025380711,94.6751269035533,78.78680203045685
cadence,00:03:18,90.24242424242425,94.65151515151516,78.8030303030303
cadence,00:03:19,90.26130653266331,94.63316582914572,78.81909547738694
cadence,00:03:20,89.81,94.615,78.825
cadence,00:03:21,89.83084577114428,94.59701492537313,78.83084577114428
cadence,00:03:22,90.31188118811882,94.57920792079207,78.84158415841584
cadence,00:03:23,90.32512315270937,94.55665024630542,78.85714285714286
cadence,00:03:24,90.34313725490196,94.5343137254902,78.87745098039215
cadence,00:03:25,90.3609756097561,94.51219512195122,78.89756097560975
cadence,00:03:26,90.36893203883496,94.49029126213593,78.91747572815534
cadence,00:03:27,90.3671497584541,94.47342995169082,78.94685990338164
cadence,00:03:28,90.36538461538461,94.46153846153847,78.97596153846153
cadence,00:03:29,89.93301435406698,94.44976076555024,79.00478468899522
cadence,00:03:30,90.37142857142857,94.43333333333334,79.02857142857142
cadence,00:03:31,90.3696682464455,94.41706161137441,79.0521327014218
cadence,00:03:32,90.36792452830188,94.39622641509433,79.0754716981132
cadence,00:03:33,89.94366197183099,94.3755868544601,79.09859154929578
cadence,00:03:34,90.3644859813084,94.35981308411215,79.1214953271028
cadence,00:03:35,90.36279069767441,94.34418604651162,79.14418604651163
cadence,00:03:36,89.94444444444444,94.33333333333333,79.16666666666667
cadence,00:03:37,90.35023041474655,94.32718894009217,79.19354838709677
cadence,00:03:38,90.34862385321101,94.31651376146789,79.22018348623853
cadence,00:03:39,89.93607305936074,94.31050228310502,79.2420091324201
cadence,00:03:40,90.35454545454546,94.30909090909091,79.26818181818182
cadence,00:03:41,90.3529411764706,94.29864253393666,79.289592760181
cadence,00:03:42,90.35135135135135,94.29729729729729,79.3108108108108
cadence,00:03:43,90.34977578475336,94.2914798206278,79.33632286995515
cadence,00:03:44,90.34375,94.28571428571429,79.36607142857143
cadence,00:03:45,90.33333333333333,94.28444444444445,79.4
cadence,00:03:46,90.33185840707965,94.27433628318585,79.429203539823
cadence,00:03:47,90.33039647577093,94.26431718061674,79.46255506607929
cadence,00:03:48,90.32894736842105,94.25,79.49122807017544
cadence,00:03:49,90.32751091703057,94.24017467248909,79.51965065502183
cadence,00:03:50,89.93478260869566,94.22608695652174,79.54347826086956
cadence,00:03:51,90.31168831168831,94.21645021645021,79.56277056277057
cadence,00:03:52,90.30172413793103,94.20258620689656,79.56896551724138
cadence,00:03:53,90.30042918454936,94.18884120171674,79.45064377682404
cadence,00:03:54,90.28632478632478,94.17948717948718,79.34615384615384
cadence,00:03:55,90.27234042553191,94.1659574468085,79.3531914893617
cadence,00:03:56,90.26694915254237,94.15677966101696,79.36016949152543
cadence,00:03:57,90.25316455696202,94.14345991561181,79.37130801687763
cadence,00:03:58,90.23949579831933,94.1344537815126,79.38235294117646
cadence,00:03:59,89.86192468619247,94.1297071129707,79.25941422594143
cadence,00:04:00,89.85,94.1375,79.10416666666667
cadence,00:04:01,89.85477178423237,94.13278008298755,79.11203319502074
cadence,00:04:02,89.90495867768595,94.11570247933884,79.15702479338843
cadence,00:04:03,89.94238683127573,94.10699588477367,79.1440329218107
cadence,00:04:04,89.97950819672131,94.09016393442623,78.99180327868852
cadence,00:04:05,90.02448979591837,94.07755102040817,78.9265306122449
cadence,00:04:06,90.10162601626017,94.0650406504065,78.84552845528455
cadence,00:04:07,90.5587044534413,94.04858299595142,78.6842105263158
cadence,00:04:08,90.56048387096774,94.03629032258064,78.48387096774194
cadence,00:04:09,90.53815261044177,94.0281124497992,78.16867469879519
cadence,00:04:10,90.528,94.012,77.856
cadence,00:04:11,90.16733067729083,93.99601593625498,77.54581673306772
cadence,00:04:12,90.16666666666667,93.98412698412699,77.28968253968254
cadence,00:04:13,90.16600790513834,93.96837944664031,77.18972332015811
cadence,00:04:14,90.5275590551181,93.97637795275591,77.34251968503936
cadence,00:04:15,90.17254901960784,94.0,77.38039215686274
cadence,00:04:16,90.1796875,94.00390625,77.421875
cadence,00:04:17,90.18677042801556,94.00389105058366,77.63424124513618
cadence,00:04:18,90.1937984496124,94.0077519379845,77.48837209302326
cadence,00:04:19,90.20463320463321,94.01158301158301,77.7876447876448
cadence,00:04:20,90.22692307692307,94.00769230769231,77.77307692307693
cadence,00:04:21,90.2375478927203,94.00383141762453,77.88505747126437
cadence,00:04:22,90.25954198473282,93.99618320610686,77.87022900763358
cadence,00:04:23,90.29657794676807,93.98859315589354,77.8555133079848
cadence,00:04:24,90.3219696969697,93.63257575757575,77.8409090909091
cadence,00:04:25,90.35849056603773,93.36981132075472,77.83396226415094
cadence,00:04:26,90.37593984962406,93.13157894736842,77.82330827067669
cadence,00:04:27,90.40074906367042,92.9250936329588,77.812734082397
cadence,00:04:28,90.41417910447761,92.65298507462687,77.79850746268657
cadence,00:04:29,90.41635687732342,92.3085501858736,77.78438661710037
cadence,00:04:30,90.42592592592592,91.96666666666667,77.77777777777777
cadence,00:04:31,90.44649446494465,91.62730627306273,77.77859778597787
cadence,00:04:32,90.4779411764706,91.2904411764706,77.77941176470588
cadence,00:04:33,90.47985347985347,90.95604395604396,77.78388278388279
cadence,00:04:34,90.49270072992701,90.62408759124088,77.7919708029197
cadence,00:04:35,90.2,90.29454545454546,77.79636363636364
cadence,00:04:36,90.22463768115942,89.96739130434783,77.80434782608695
cadence,00:04:37,90.25992779783394,89.64259927797833,77.81227436823104
cadence,00:04:38,90.30935251798562,89.32014388489209,77.82374100719424
cadence,00:04:39,90.3010752688172,89.0,77.83870967741936
cadence,00:04:40,90.31428571428572,88.68214285714286,77.85714285714286
cadence,00:04:41,90.31672597864768,88.36654804270462,77.87544483985765
cadence,00:04:42,90.32624113475177,88.05319148936171,77.8936170212766
cadence,00:04:43,90.3851590106007,87.74204946996467,77.91872791519435
cadence,00:04:44,90.37676056338029,87.4330985915493,77.94366197183099
cadence,00:04:45,90.37894736842105,87.12631578947368,77.96842105263158
cadence,00:04:46,90.39160839160839,86.82167832167832,77.9895104895105
cadence,00:04:47,90.07665505226481,86.5191637630662,78.01045296167247
cadence,00:04:48,89.76388888888889,86.21875,78.03125
cadence,00:04:49,89.45328719723183,85.9204152249135,78.05190311418686
cadence,00:04:50,88.81724137931035,85.62413793103448,78.07241379310345
cadence,00:04:51,88.8213058419244,85.3298969072165,78.09278350515464
cadence,00:04:52,88.81849315068493,85.03767123287672,78.11301369863014
cadence,00:04:53,88.80204778156997,84.74744027303754,78.13651877133105
cadence,00:04:54,88.79591836734694,84.45918367346938,78.15986394557824
cadence,00:04:55,88.78983050847458,84.1728813559322,78.17966101694915
cadence,00:04:56,88.75337837837837,83.88851351351352,78.1891891891892
cadence,00:04:57,88.75084175084174,83.60606060606061,78.21212121212122
cadence,00:04:58,88.75838926174497,83.3255033557047,78.23154362416108
cadence,00:04:59,88.76588628762542,83.04682274247492,78.25083612040133
cadence,00:05:00,88.78666666666666,82.77,78.27333333333333
cadence,00:05:01,88.79069767441861,82.49501661129568,78.29900332225914
cadence,00:05:02,88.78807947019868,82.22185430463576,78.34437086092716
cadence,00:05:03,88.79207920792079,81.95049504950495,78.37293729372938
cadence,00:05:04,88.78947368421052,81.68092105263158,78.39802631578948
cadence,00:05:05,88.77377049180328,81.41311475409836,78.42295081967212
cadence,00:05:06,88.76797385620915,81.1470588235294,78.44444444444444
cadence,00:05:07,88.76221498371335,81.18241042345277,78.45276872964169
cadence,00:05:08,88.74675324675324,80.91883116883118,78.47077922077922
cadence,00:05:09,88.72815533980582,80.65695792880258,78.37540453074433
cadence,00:05:10,88.44193548387096,80.39677419354838,78.3
cadence,00:05:11,88.39871382636656,80.13826366559485,78.32154340836013
cadence,00:05:12,88.58653846153847,79.88141025641026,78.3301282051282
cadence,00:05:13,88.57827476038338,79.6261980830671,78.42492012779553
cadence,00:05:14,88.54777070063695,79.37261146496816,78.35031847133757
cadence,00:05:15,88.53968253968254,79.12063492063493,78.26031746031747
cadence,00:05:16,88.62974683544304,78.87025316455696,78.26898734177215
cadence,00:05:17,88.73186119873817,80.90220820189275,78.15457413249212
cadence,00:05:18,88.73899371069183,80.64779874213836,78.03144654088051
cadence,00:05:19,88.73667711598746,81.27272727272727,77.87774294670847
cadence,00:05:20,77.60625,81.01875,77.859375
cadence,00:05:21,77.61682242990655,80.76635514018692,77.82554517133957
cadence,00:05:22,77.62732919254658,81.42546583850931,77.70496894409938
cadence,00:05:23,77.63777089783282,81.17337461300309,77.55417956656346
cadence,00:05:24,77.64814814814815,80.92283950617283,77.31481481481481
cadence,00:05:25,77.65846153846154,80.67384615384616,77.07076923076923
cadence,00:05:26,77.66871165644172,80.42638036809817,76.92331288343559
cadence,00:05:27,77.6788990825688,80.18042813455658,76.68807339449542
cadence,00:05:28,77.6859756097561,79.9359756097561,76.9298780487805
cadence,00:05:29,77.7629179331307,79.69300911854103,76.96352583586626
cadence,00:05:30,77.7969696969697,79.63333333333334,76.9939393939394
cadence,00:05:31,77.8429003021148,79.39274924471299,77.01812688821752
cadence,00:05:32,77.77409638554217,79.33734939759036,77.0421686746988
cadence,00:05:33,77.77177177177177,79.09909909909909,77.06906906906907
cadence,00:05:34,77.81736526946108,78.8622754491018,77.07185628742515
cadence,00:05:35,77.96417910447761,78.6268656716418,77.05671641791045
cadence,00:05:36,78.01488095238095,78.59821428571429,77.02678571428571
cadence,00:05:37,77.96142433234421,78.36498516320475,77.03857566765579
cadence,00:05:38,78.01183431952663,78.13313609467455,77.07396449704142
cadence,00:05:39,78.08554572271386,77.90265486725664,76.75811209439529
cadence,00:05:40,78.08529411764705,77.93823529411765,76.72941176470589
cadence,00:05:41,78.08504398826979,77.70967741935483,76.74193548387096
cadence,00:05:42,78.09356725146199,77.73976608187135,76.77777777777777
cadence,00:05:43,78.10787172011662,77.5131195335277,77.07288629737609
cadence,00:05:44,78.12209302325581,77.28779069767442,77.04069767441861
cadence,00:05:45,78.22028985507247,77.06376811594203,76.87246376811594
cadence,00:05:46,78.28034682080924,77.06647398843931,76.84682080924856
cadence,00:05:47,78.32276657060518,77.42074927953891,76.82132564841498
cadence,00:05:48,78.52011494252874,77.19827586206897,76.83333333333333
cadence,00:05:49,78.69914040114614,77.29226361031519,76.76504297994269
cadence,00:05:50,78.83142857142857,88.19714285714285,76.69142857142857
cadence,00:05:51,78.84615384615384,88.12820512820512,76.5982905982906
cadence,00:05:52,78.6221590909091,88.05681818181819,76.46306818181819
cadence,00:05:53,78.68838526912181,87.98583569405099,76.43626062322946
cadence,00:05:54,78.46610169491525,87.91525423728814,76.409604519774
cadence,00:05:55,78.54366197183099,87.84788732394367,76.31830985915492
cadence,00:05:56,78.61235955056179,87.78089887640449,76.18820224719101
cadence,00:05:57,78.63585434173669,87.71708683473389,75.97478991596638
cadence,00:05:58,78.66759776536313,87.6536312849162,75.75418994413408
cadence,00:05:59,78.70473537604457,87.59331476323119,75.6267409470752
cadence,00:06:00,78.74722222222222,87.53611111111111,75.41666666666667
cadence,00:06:01,78.78116343490305,87.47368421052632,75.20775623268698
cadence,00:06:02,78.8342541436464,87.41160220994475,75.0
cadence,00:06:03,78.8870523415978,87.34986225895317,74.79338842975207
cadence,00:06:04,78.9423076923077,87.28846153846153,74.73076923076923
cadence,00:06:05,79.01095890410959,87.22739726027397,74.68219178082192
cadence,00:06:06,79.0792349726776,87.16939890710383,74.52185792349727
cadence,00:06:07,78.86376021798365,87.11444141689373,74.50136239782016
cadence,00:06:08,78.90489130434783,87.05978260869566,74.48097826086956
cadence,00:06:09,78.6910569105691,87.00542005420054,74.43360433604336
cadence,00:06:10,78.76486486486486,86.95135135135135,74.35675675675675
cadence,00:06:11,78.85983827493261,86.89757412398922,74.35849056603773
cadence,00:06:12,78.91397849462365,86.84408602150538,75.8736559139785
cadence,00:06:13,79.00268096514745,86.79088471849866,75.88739946380697
cadence,00:06:14,79.06951871657753,86.7379679144385,75.90106951871658
cadence,00:06:15,79.12533333333333,86.68533333333333,75.91466666666666
cadence,00:06:16,79.17021276595744,86.63297872340425,75.92819148936171
cadence,00:06:17,79.21750663129974,86.58090185676393,75.93899204244032
cadence,00:06:18,79.25661375661376,86.52910052910053,75.95502645502646
cadence,00:06:19,79.30079155672823,86.4802110817942,75.97097625329815
cadence,00:06:20,79.34210526315789,86.43157894736842,75.9921052631579
cadence,00:06:21,79.34383202099738,86.38320209973753,76.01574803149606
cadence,00:06:22,79.40575916230367,86.33507853403141,76.03403141361257
cadence,00:06:23,79.42558746736293,86.28981723237598,76.04699738903395
cadence,00:06:24,79.45833333333333,86.24739583333333,76.06510416666667
cadence,00:06:25,79.25194805194805,86.20519480519481,76.08311688311689
cadence,00:06:26,79.25906735751295,86.16321243523316,76.10103626943005
cadence,00:06:27,79.29974160206719,86.12144702842377,76.10594315245478
cadence,00:06:28,79.31443298969072,86.07731958762886,76.1159793814433
cadence,00:06:29,79.33676092544987,86.03341902313625,76.12339331619538
cadence,00:06:30,79.35641025641026,85.98974358974358,76.13589743589743
cadence,00:06:31,79.38363171355499,85.94884910485933,76.1457800511509
cadence,00:06:32,79.4438775510204,85.90816326530613,76.16071428571429
cadence,00:06:33,79.470737913486,85.87022900763358,76.17557251908397
cadence,00:06:34,79.50253807106598,85.82994923857868,76.18527918781726
cadence,00:06:35,79.52911392405063,85.78987341772152,76.19493670886077
cadence,00:06:36,79.56060606060606,85.75252525252525,76.20454545454545
cadence,00:06:37,79.59445843828715,85.71536523929471,76.21662468513854
cadence,00:06:38,79.63065326633166,85.68090452261306,76.22613065326634
cadence,00:06:39,79.67418546365914,85.64661654135338,76.23558897243107
cadence,00:06:40,79.7225,85.6125,76.255
cadence,00:06:41,79.76309226932668,85.5785536159601,76.27431421446384
cadence,00:06:42,79.81840796019901,85.54477611940298,76.29850746268657
cadence,00:06:43,79.92803970223325,85.51116625310173,76.32506203473946
cadence,00:06:44,80.02722772277228,85.29950495049505,76.35643564356435
cadence,00:06:45,80.08888888888889,85.45432098765433,76.39259259259259
cadence,00:06:46,80.13546798029557,85.24384236453201,76.43596059113301
cadence,00:06:47,80.18181818181819,85.0933660933661,76.44717444717445
cadence,00:06:48,80.23529411764706,84.95833333333333,76.3529411764706
cadence,00:06:49,80.28117359413203,84.84352078239608,76.3520782396088
cadence,00:06:50,80.32439024390244,84.68536585365854,76.39512195121951
cadence,00:06:51,80.36253041362531,84.47931873479318,76.36253041362531
cadence,00:06:52,80.39805825242719,84.27427184466019,76.32038834951456
cadence,00:06:53,80.43825665859565,84.07021791767555,76.36319612590799
cadence,00:06:54,80.47584541062803,83.8671497584541,76.40579710144928
cadence,00:06:55,80.50602409638554,83.66506024096385,76.44819277108434
cadence,00:06:56,80.50961538461539,83.4639423076923,76.49278846153847
cadence,00:06:57,80.56354916067146,83.26378896882494,76.5347721822542
cadence,00:06:58,80.5933014354067,83.06459330143541,76.57655502392345
cadence,00:06:59,80.618138424821,82.86634844868735,76.62052505966587
cadence,00:07:00,80.33333333333333,82.66904761904762,76.65714285714286
cadence,00:07:01,80.35391923990498,82.47268408551069,76.67220902612827
